Hawker Centre,Stall No,Approx. Stall Area (sqm),Trade,Tendered Bid (per month),Month of Tender
GOLDEN MILE FOOD CENTRE,01-61,6.7,COOKED FOOD,3109,Jul-2022
GOLDEN MILE FOOD CENTRE,01-62,6.4,DRINKS,2101,Sep-2018
GOLDEN MILE FOOD CENTRE,01-65,6.7,COOKED FOOD,1800,Jul-2020
GOLDEN MILE FOOD CENTRE,01-65,6.7,COOKED FOOD,4123,Jul-2021
GOLDEN MILE FOOD CENTRE,01-67,6.5,COOKED FOOD,1218,Feb-2018
GOLDEN MILE FOOD CENTRE,01-67,6.5,COOKED FOOD,680,May-2018
GOLDEN MILE FOOD CENTRE,01-67,6.5,COOKED FOOD,1998,Aug-2019
GOLDEN MILE FOOD CENTRE,01-67,6.5,COOKED FOOD,2511,Nov-2020
GOLDEN MILE FOOD CENTRE,01-68,6.5,COOKED FOOD,3168,Mar-2022
GOLDEN MILE FOOD CENTRE,01-68,6.5,COOKED FOOD,3289,May-2024
GOLDEN MILE FOOD CENTRE,01-70,6.5,COOKED FOOD,3100,Feb-2024
GOLDEN MILE FOOD CENTRE,01-71,6.5,COOKED FOOD,3188,Feb-2024
GOLDEN MILE FOOD CENTRE,01-72,6.7,COOKED FOOD,3131,Dec-2019
GOLDEN MILE FOOD CENTRE,01-72,6.7,COOKED FOOD,2350,Sep-2020
GOLDEN MILE FOOD CENTRE,01-72,6.7,DRINKS,5001,Nov-2021
GOLDEN MILE FOOD CENTRE,01-72,6.7,COOKED FOOD,4209,Jan-2023
GOLDEN MILE FOOD CENTRE,01-74,6.4,COOKED FOOD,2009,Sep-2019
GOLDEN MILE FOOD CENTRE,01-77,6.5,COOKED FOOD,1818,Mar-2018
GOLDEN MILE FOOD CENTRE,01-77,6.5,COOKED FOOD,1088,Oct-2018
GOLDEN MILE FOOD CENTRE,01-77,6.5,COOKED FOOD,2200,Mar-2023
GOLDEN MILE FOOD CENTRE,01-78,6.4,COOKED FOOD,1900,Aug-2019
GOLDEN MILE FOOD CENTRE,01-79,6.5,COOKED FOOD,1909.79,Jun-2018
GOLDEN MILE FOOD CENTRE,01-79,6.5,INDIAN CUISINE,100,Jun-2019
GOLDEN MILE FOOD CENTRE,01-79,6.5,COOKED FOOD,3500,May-2022
GOLDEN MILE FOOD CENTRE,01-80,6.6,COOKED FOOD,2108,Apr-2018
GOLDEN MILE FOOD CENTRE,01-80,6.6,COOKED FOOD,1788,Feb-2019
GOLDEN MILE FOOD CENTRE,01-80,6.6,DRINKS,2019,Oct-2019
GOLDEN MILE FOOD CENTRE,01-82,6.7,COOKED FOOD,1700,Mar-2020
GOLDEN MILE FOOD CENTRE,01-82,6.7,COOKED FOOD,2069.8,Aug-2020
GOLDEN MILE FOOD CENTRE,01-82,6.7,COOKED FOOD,3669,Jun-2022
GOLDEN MILE FOOD CENTRE,01-82,6.7,COOKED FOOD,1088,Jun-2023
GOLDEN MILE FOOD CENTRE,01-84,6.7,COOKED FOOD,1688,Nov-2018
GOLDEN MILE FOOD CENTRE,01-84,6.7,DRINKS,3939,Apr-2022
GOLDEN MILE FOOD CENTRE,01-84,6.7,COOKED FOOD,1688,Feb-2023
GOLDEN MILE FOOD CENTRE,01-84,6.7,COOKED FOOD,3888,Jun-2024
GOLDEN MILE FOOD CENTRE,01-85,6.7,COOKED FOOD,2029,Jul-2018
GOLDEN MILE FOOD CENTRE,01-85,6.7,COOKED FOOD,1519,Nov-2018
GOLDEN MILE FOOD CENTRE,01-85,6.7,COOKED FOOD,3089,Jul-2019
GOLDEN MILE FOOD CENTRE,01-86,6.4,COOKED FOOD,1782,May-2018
GOLDEN MILE FOOD CENTRE,01-86,6.4,COOKED FOOD,2518,May-2021
GOLDEN MILE FOOD CENTRE,01-87,6.5,COOKED FOOD,1010,May-2018
GOLDEN MILE FOOD CENTRE,01-88,6.6,COOKED FOOD,1418,Apr-2019
GOLDEN MILE FOOD CENTRE,01-93,6.6,COOKED FOOD,1818,Jul-2018
GOLDEN MILE FOOD CENTRE,01-93,6.6,COOKED FOOD,1800,Jan-2019
GOLDEN MILE FOOD CENTRE,01-96,6.7,COOKED FOOD,2000,Dec-2019
GOLDEN MILE FOOD CENTRE,01-96,6.7,COOKED FOOD,2689,Nov-2020
GOLDEN MILE FOOD CENTRE,01-96,6.7,COOKED FOOD,2388,Jun-2023
GOLDEN MILE FOOD CENTRE,01-97,6.7,COOKED FOOD,1580,Apr-2018
GOLDEN MILE FOOD CENTRE,01-97,6.7,COOKED FOOD,3208,Jul-2019
HOLLAND VILLAGE MARKET,01-37,10.75,HALAL COOKED FOOD,2800,Nov-2023
HOLLAND VILLAGE MARKET,01-38,10.58,INDIAN CUISINE,3000,Nov-2023
HOLLAND VILLAGE MARKET,01-38,10.58,INDIAN CUISINE,1795,Nov-2024
HOLLAND VILLAGE MARKET,01-39,10.58,COOKED FOOD,4500,Nov-2023
KALLANG ESTATE MARKET,01-15,7.5,INDIAN CUISINE,612,Mar-2019
KALLANG ESTATE MARKET,01-07,7.5,COOKED FOOD,1888,Oct-2020
KALLANG ESTATE MARKET,01-07,7.5,COOKED FOOD,2323,Jul-2023
KALLANG ESTATE MARKET,01-07,7.5,COOKED FOOD,2300,Nov-2023
KALLANG ESTATE MARKET,01-08,7.5,DRINKS,2323,Jul-2023
KALLANG ESTATE MARKET,01-08,7.5,COOKED FOOD,1680,Nov-2023
KALLANG ESTATE MARKET,01-10,7.5,INDIAN CUISINE,612,Jul-2020
KALLANG ESTATE MARKET,01-08,7.5,HALAL COOKED FOOD,3801,Dec-2021
MARGARET DRIVE HAWKER CENTRE,02-27,10.5,COOKED FOOD,2500,Oct-2024
MARKET STREET FOOD CENTRE,03-28,9.8,COOKED FOOD,4101,May-2022
MARSILING MALL HAWKER CENTRE,01-06,11.02,DRINKS,5009,Jul-2024
MAXWELL FOOD CENTRE,01-30,9.2,INDIAN CUISINE,1800,Feb-2021
MAXWELL FOOD CENTRE,01-30,9.2,COOKED FOOD,6022,May-2022
MAXWELL FOOD CENTRE,01-32,9.2,COOKED FOOD,6500,Dec-2022
MAXWELL FOOD CENTRE,01-36,9.2,COOKED FOOD,4320,Feb-2021
MAXWELL FOOD CENTRE,01-36,9.2,COOKED FOOD,6000,Feb-2023
MAXWELL FOOD CENTRE,01-38,9.2,COOKED FOOD,1838,Feb-2018
MAXWELL FOOD CENTRE,01-38,9.2,COOKED FOOD,6300,Oct-2023
MAXWELL FOOD CENTRE,01-46,9.2,COOKED FOOD,3500,Apr-2018
MAXWELL FOOD CENTRE,01-46,9.2,COOKED FOOD,3860,Jul-2018
MAXWELL FOOD CENTRE,01-46,9.2,COOKED FOOD,4019,Oct-2018
MAXWELL FOOD CENTRE,01-46,9.2,COOKED FOOD,4850,May-2021
MAXWELL FOOD CENTRE,01-46,9.2,COOKED FOOD,6088,Sep-2022
MAXWELL FOOD CENTRE,01-46,9.2,COOKED FOOD,5577,Jul-2023
MAXWELL FOOD CENTRE,01-59,9.2,COOKED FOOD,4000,Sep-2018
MAXWELL FOOD CENTRE,01-59,9.2,COOKED FOOD,5000,Mar-2021
MAXWELL FOOD CENTRE,01-59,9.2,COOKED FOOD,5566,Nov-2022
MAXWELL FOOD CENTRE,01-61,9.2,DRINKS,4568,Dec-2018
MAXWELL FOOD CENTRE,01-61,9.2,INDIAN CUISINE,2110,Nov-2022
MAXWELL FOOD CENTRE,01-61,9.2,COOKED FOOD,4681,May-2023
MAXWELL FOOD CENTRE,01-63,9.2,COOKED FOOD,4681,May-2023
MAXWELL FOOD CENTRE,01-63,9.2,COOKED FOOD,5699,Sep-2023
MAXWELL FOOD CENTRE,01-67,9.2,HALAL COOKED FOOD,2111,Jun-2018
MAXWELL FOOD CENTRE,01-68,9.2,COOKED FOOD,3999,Aug-2021
MAXWELL FOOD CENTRE,01-69,9.2,INDIAN CUISINE,2020,Oct-2023
MAXWELL FOOD CENTRE,01-79,9.2,INDIAN CUISINE,1801,Dec-2020
MAXWELL FOOD CENTRE,01-79,9.2,COOKED FOOD,5100,Oct-2022
MAXWELL FOOD CENTRE,01-79,9.2,INDIAN CUISINE,1889,Sep-2023
MAXWELL FOOD CENTRE,01-80,9.2,INDIAN CUISINE,2400,Jan-2023
MAXWELL FOOD CENTRE,01-80,9.2,INDIAN CUISINE,1299,Nov-2023
MAXWELL FOOD CENTRE,01-82,9.2,INDIAN CUISINE,1601,Feb-2020
MAXWELL FOOD CENTRE,01-84,9.2,COOKED FOOD,3130,Feb-2018
MAXWELL FOOD CENTRE,01-86,9.2,COOKED FOOD,4123,Nov-2018
MAXWELL FOOD CENTRE,01-86,9.2,COOKED FOOD,5555,Nov-2022
MAXWELL FOOD CENTRE,01-99,9.2,HALAL COOKED FOOD,1910,Oct-2018
MAXWELL FOOD CENTRE,01-99,9.2,INDIAN CUISINE,252.5,Aug-2021
MAXWELL FOOD CENTRE,01-24,9.2,HALAL COOKED FOOD,2500,Mar-2019
MAXWELL FOOD CENTRE,01-24,9.2,HALAL COOKED FOOD,1803,May-2021
MAXWELL FOOD CENTRE,01-24,9.2,HALAL COOKED FOOD,2351,May-2022
MAXWELL FOOD CENTRE,01-24,9.2,COOKED FOOD,5558.8,Feb-2023
MAXWELL FOOD CENTRE,01-24,9.2,COOKED FOOD,5638,Nov-2023
MAXWELL FOOD CENTRE,01-24,9.2,COOKED FOOD,5189,Jun-2024
MAXWELL FOOD CENTRE,01-25,9.2,HALAL COOKED FOOD,2500,Feb-2018
MAXWELL FOOD CENTRE,01-25,9.2,HALAL COOKED FOOD,2000,Sep-2018
MAXWELL FOOD CENTRE,01-25,9.2,HALAL COOKED FOOD,2018,Feb-2019
MAXWELL FOOD CENTRE,01-25,9.2,INDIAN CUISINE,2601,Aug-2019
MAXWELL FOOD CENTRE,01-25,9.2,HALAL COOKED FOOD,2000,Oct-2020
MAXWELL FOOD CENTRE,01-25,9.2,HALAL COOKED FOOD,2000,Jul-2021
MAXWELL FOOD CENTRE,01-25,9.2,COOKED FOOD,1830,Sep-2022
MAXWELL FOOD CENTRE,01-03,9.2,COOKED FOOD,3601,Feb-2018
MAXWELL FOOD CENTRE,01-03,9.2,COOKED FOOD,3508,Jul-2018
MAXWELL FOOD CENTRE,01-03,9.2,COOKED FOOD,3410,Mar-2019
MAXWELL FOOD CENTRE,01-03,9.2,INDIAN CUISINE,1688,Mar-2020
MAXWELL FOOD CENTRE,01-03,9.2,DRINKS,4500,Dec-2021
MAXWELL FOOD CENTRE,01-12,9.2,COOKED FOOD,3688,Feb-2018
MAXWELL FOOD CENTRE,01-12,9.2,COOKED FOOD,5588,Jan-2019
MAXWELL FOOD CENTRE,01-12,9.2,INDIAN CUISINE,1808,Jan-2021
MAXWELL FOOD CENTRE,01-12,9.2,COOKED FOOD,4540,Sep-2022
MAXWELL FOOD CENTRE,01-12,9.2,DRINKS,6111,Sep-2023
MAXWELL FOOD CENTRE,01-26,9.2,COOKED FOOD,5580,Sep-2022
MAXWELL FOOD CENTRE,01-29,9.2,COOKED FOOD,3200,Apr-2018
MAXWELL FOOD CENTRE,01-29,9.2,COOKED FOOD,3309,Oct-2018
NEWTON FOOD CENTRE,01-50,6.75,COOKED FOOD,3050,May-2018
NEWTON FOOD CENTRE,01-50,6.75,COOKED FOOD,3999,Jul-2019
NEWTON FOOD CENTRE,01-50,6.75,COOKED FOOD,4198,Nov-2019
NEWTON FOOD CENTRE,01-50,6.75,COOKED FOOD,4088,Jul-2020
NEWTON FOOD CENTRE,01-50,6.75,COOKED FOOD,6810,Aug-2023
NEWTON FOOD CENTRE,01-50,6.75,COOKED FOOD,2479,Mar-2024
NEWTON FOOD CENTRE,01-50,6.75,COOKED FOOD,3589,Nov-2024
NEWTON FOOD CENTRE,01-51,6.75,HALAL COOKED FOOD,2300,May-2018
NEWTON FOOD CENTRE,01-52,6.75,HALAL COOKED FOOD,4518,Jan-2021
NEWTON FOOD CENTRE,01-52,6.75,COOKED FOOD,3669,Sep-2021
NEWTON FOOD CENTRE,01-52,6.75,COOKED FOOD,3200,Mar-2022
NEWTON FOOD CENTRE,01-54,6.75,COOKED FOOD,5558,Feb-2024
NEWTON FOOD CENTRE,01-54,6.75,COOKED FOOD,3500,Sep-2024
NEWTON FOOD CENTRE,01-57,6.75,INDIAN CUISINE,786,May-2018
NEWTON FOOD CENTRE,01-57,6.75,INDIAN CUISINE,2111,Jul-2019
NEWTON FOOD CENTRE,01-57,6.75,COOKED FOOD,5215,Jun-2021
NEWTON FOOD CENTRE,01-57,6.75,HALAL COOKED FOOD,4599,Apr-2022
NEWTON FOOD CENTRE,01-57,6.75,COOKED FOOD,2688,Dec-2023
NEWTON FOOD CENTRE,01-57,6.75,INDIAN CUISINE,675,Jun-2024
NEWTON FOOD CENTRE,01-58,6.75,COOKED FOOD,1811,Jan-2018
NEWTON FOOD CENTRE,01-58,6.75,COOKED FOOD,4528,Dec-2020
NEWTON FOOD CENTRE,01-64,6.75,INDIAN CUISINE,1201,Jun-2022
NEWTON FOOD CENTRE,01-65,6.75,COOKED FOOD,4829,Feb-2022
NEWTON FOOD CENTRE,01-65,6.75,COOKED FOOD,4048,Feb-2023
NEWTON FOOD CENTRE,01-65,6.75,COOKED FOOD,3580,Oct-2024
NEWTON FOOD CENTRE,01-67,6.75,HALAL COOKED FOOD,500,Jan-2018
NEWTON FOOD CENTRE,01-67,6.75,COOKED FOOD,2313,Nov-2018
NEWTON FOOD CENTRE,01-67,6.75,COOKED FOOD,4089,Aug-2019
NEWTON FOOD CENTRE,01-67,6.75,COOKED FOOD,4100,Sep-2020
NEWTON FOOD CENTRE,01-67,6.75,COOKED FOOD,3000,Oct-2021
NEWTON FOOD CENTRE,01-67,6.75,COOKED FOOD,3210,Oct-2023
NEWTON FOOD CENTRE,01-67,6.75,COOKED FOOD,2900,May-2024
NEWTON FOOD CENTRE,01-68,6.75,COOKED FOOD,3638,Aug-2020
NEWTON FOOD CENTRE,01-68,6.75,COOKED FOOD,4389,Apr-2021
NEWTON FOOD CENTRE,01-68,6.75,COOKED FOOD,3120,Jan-2022
NEWTON FOOD CENTRE,01-68,6.75,COOKED FOOD,3889,Oct-2022
NEWTON FOOD CENTRE,01-68,6.75,INDIAN CUISINE,608,Dec-2023
NEWTON FOOD CENTRE,01-79,6.75,INDIAN CUISINE,1111,Aug-2020
NEWTON FOOD CENTRE,01-80,6.75,COOKED FOOD,3410,Feb-2019
NEWTON FOOD CENTRE,01-80,6.75,HALAL COOKED FOOD,2710,Mar-2020
NEWTON FOOD CENTRE,01-80,6.75,HALAL COOKED FOOD,3388,Feb-2022
NEWTON FOOD CENTRE,01-80,6.75,COOKED FOOD,2280,Nov-2023
NEWTON FOOD CENTRE,01-80,6.75,COOKED FOOD,4099,Aug-2024
NEWTON FOOD CENTRE,01-15,6.75,COOKED FOOD,3799,Dec-2021
NEWTON FOOD CENTRE,01-15,6.75,COOKED FOOD,3000,Aug-2024
NEWTON FOOD CENTRE,01-16,6.75,COOKED FOOD,3150,Nov-2018
NEWTON FOOD CENTRE,01-16,6.75,INDIAN CUISINE,928,Feb-2020
NEWTON FOOD CENTRE,01-16,6.75,INDIAN CUISINE,1300,Sep-2020
NEWTON FOOD CENTRE,01-16,6.75,COOKED FOOD,4990,May-2021
NEWTON FOOD CENTRE,01-16,6.75,COOKED FOOD,6320,Apr-2023
NEWTON FOOD CENTRE,01-24,6.75,COOKED FOOD,4099,Jan-2020
NEWTON FOOD CENTRE,01-24,6.75,HALAL COOKED FOOD,3500,Aug-2020
NEWTON FOOD CENTRE,01-24,6.75,COOKED FOOD,3180,May-2021
NEWTON FOOD CENTRE,01-24,6.75,COOKED FOOD,3500,Apr-2022
NEWTON FOOD CENTRE,01-24,6.75,COOKED FOOD,4000,Oct-2024
NEWTON FOOD CENTRE,01-24,6.75,HALAL COOKED FOOD,3500,Jun-2023
NEWTON FOOD CENTRE,01-25,6.75,COOKED FOOD,2800,Sep-2020
NEWTON FOOD CENTRE,01-03,6.75,INDIAN CUISINE,950,Jul-2020
NEWTON FOOD CENTRE,01-03,6.75,INDIAN CUISINE,1976,Nov-2020
NEWTON FOOD CENTRE,01-03,6.75,COOKED FOOD,3088,Oct-2023
NEWTON FOOD CENTRE,01-03,6.75,COOKED FOOD,2200,Aug-2024
NEWTON FOOD CENTRE,01-03,6.75,COOKED FOOD,3203,Jun-2023
NEWTON FOOD CENTRE,01-07,6.75,HALAL COOKED FOOD,900,Jan-2018
NORTH BRIDGE ROAD MARKET,01-91,7.97,INDIAN CUISINE,400,Nov-2019
NORTH BRIDGE ROAD MARKET,01-91,7.97,INDIAN CUISINE,805,Jul-2020
NORTH BRIDGE ROAD MARKET,01-95,7.96,INDIAN CUISINE,1805,Aug-2019
NORTH BRIDGE ROAD MARKET,01-95,7.96,COOKED FOOD,3699,Jan-2021
PASIR PANJANG FOOD CENTRE,01-39,5,DRINKS,1388,Mar-2018
PASIR PANJANG FOOD CENTRE,01-39,5,COOKED FOOD,1688,Aug-2022
PASIR PANJANG FOOD CENTRE,01-39,5,COOKED FOOD,700,Sep-2023
PASIR PANJANG FOOD CENTRE,01-44,5,DRINKS,2033,Jan-2019
PASIR PANJANG FOOD CENTRE,01-44,5,INDIAN CUISINE,513,Mar-2021
PASIR PANJANG FOOD CENTRE,01-44,5,INDIAN CUISINE,888,Dec-2022
PASIR PANJANG FOOD CENTRE,01-19,5.4,HALAL COOKED FOOD,2200,Jan-2018
PASIR PANJANG FOOD CENTRE,01-19,5.4,HALAL COOKED FOOD,1800,Sep-2018
PASIR PANJANG FOOD CENTRE,01-20,5.3,HALAL COOKED FOOD,1500,Jul-2022
PASIR PANJANG FOOD CENTRE,01-25,5.5,CUT FRUITS,1900,Oct-2018
PASIR PANJANG FOOD CENTRE,01-02,5.3,INDIAN CUISINE,501,Sep-2018
PASIR PANJANG FOOD CENTRE,01-02,5.3,INDIAN CUISINE,2600,Aug-2019
PASIR PANJANG FOOD CENTRE,01-02,5.3,INDIAN CUISINE,301,Mar-2020
PASIR PANJANG FOOD CENTRE,01-02,5.3,INDIAN CUISINE,112,Sep-2020
PASIR PANJANG FOOD CENTRE,01-02,5.3,COOKED FOOD,3228,Sep-2021
PASIR PANJANG FOOD CENTRE,01-10,5.4,INDIAN CUISINE,401,Feb-2020
PASIR PANJANG FOOD CENTRE,01-10,5.4,COOKED FOOD,2400,Mar-2021
PASIR PANJANG FOOD CENTRE,01-11,5.4,COOKED FOOD,1500,Feb-2020
PASIR PANJANG FOOD CENTRE,01-11,5.4,COOKED FOOD,3201,Nov-2020
PASIR PANJANG FOOD CENTRE,01-11,5.4,COOKED FOOD,1950,Mar-2021
PASIR PANJANG FOOD CENTRE,01-12,5.4,COOKED FOOD,1600,Feb-2020
SEMBAWANG HILLS FOOD CENTRE,01-36,5,INDIAN CUISINE,369,Jul-2020
SEMBAWANG HILLS FOOD CENTRE,01-36,5,INDIAN CUISINE,1151,Aug-2022
SEMBAWANG HILLS FOOD CENTRE,01-36,5,INDIAN CUISINE,2000,Mar-2024
SERANGOON GARDEN MARKET,01-30,9.68,HALAL COOKED FOOD,1501,Jun-2021
SERANGOON GARDEN MARKET,01-31,9.68,INDIAN CUISINE,400,Sep-2019
SERANGOON GARDEN MARKET,01-31,9.68,INDIAN CUISINE,372,Oct-2020
SERANGOON GARDEN MARKET,01-31,9.68,INDIAN CUISINE,1500,Feb-2024
SERANGOON GARDEN MARKET,01-32,9.68,HALAL COOKED FOOD,1211,Jul-2019
SERANGOON GARDEN MARKET,01-32,9.68,INDIAN CUISINE,750,Nov-2020
SERANGOON GARDEN MARKET,01-32,9.68,HALAL COOKED FOOD,2022,Dec-2021
SERANGOON GARDEN MARKET,01-33,9.68,HALAL COOKED FOOD,1001,May-2018
SERANGOON GARDEN MARKET,01-33,9.68,HALAL COOKED FOOD,1000,Sep-2018
SERANGOON GARDEN MARKET,01-33,9.68,HALAL COOKED FOOD,1088,Jan-2019
SERANGOON GARDEN MARKET,01-43,9.68,COOKED FOOD,4288,Aug-2018
SERANGOON GARDEN MARKET,01-43,9.68,DRINKS,3533,Feb-2019
SERANGOON GARDEN MARKET,01-43,9.68,COOKED FOOD,4820,Feb-2021
SERANGOON GARDEN MARKET,01-43,9.68,INDIAN CUISINE,2000,Mar-2023
SERANGOON GARDEN MARKET,01-43,9.68,INDIAN CUISINE,501,Jun-2024
SERANGOON GARDEN MARKET,01-28,9.68,HALAL COOKED FOOD,1700,Sep-2020
SERANGOON GARDEN MARKET,01-28,9.68,HALAL COOKED FOOD,1888.88,Sep-2021
SERANGOON GARDEN MARKET,01-28,9.68,HALAL COOKED FOOD,2442,Sep-2022
SERANGOON GARDEN MARKET,01-28,9.68,HALAL COOKED FOOD,1688.88,Aug-2023
TAMAN JURONG MARKET & FOOD CENTRE,02-67,8.62,COOKED FOOD,2388,Oct-2022
TAMAN JURONG MARKET & FOOD CENTRE,02-67,8.62,COOKED FOOD,1700.88,Jun-2023
TAMAN JURONG MARKET & FOOD CENTRE,02-67,8.62,COOKED FOOD,2604,Nov-2024
TAMAN JURONG MARKET & FOOD CENTRE,02-70,8.62,COOKED FOOD,329,Dec-2018
TAMAN JURONG MARKET & FOOD CENTRE,02-71,8.62,HALAL COOKED FOOD,850,Apr-2021
TAMAN JURONG MARKET & FOOD CENTRE,02-71,8.62,COOKED FOOD,3200,Oct-2022
TAMAN JURONG MARKET & FOOD CENTRE,02-71,8.62,COOKED FOOD,2000,Jul-2023
TAMAN JURONG MARKET & FOOD CENTRE,02-72,8.62,COOKED FOOD,1535,Aug-2021
TAMAN JURONG MARKET & FOOD CENTRE,02-72,8.62,COOKED FOOD,600,Mar-2023
TAMAN JURONG MARKET & FOOD CENTRE,02-74,8.62,COOKED FOOD,2733,Mar-2024
TAMAN JURONG MARKET & FOOD CENTRE,02-76,8.62,COOKED FOOD,726,Aug-2020
TAMAN JURONG MARKET & FOOD CENTRE,02-97,8.62,COOKED FOOD,2200,May-2023
TAMAN JURONG MARKET & FOOD CENTRE,02-97,8.62,COOKED FOOD,2500,Sep-2024
TAMAN JURONG MARKET & FOOD CENTRE,03-17,8.62,HALAL COOKED FOOD,108,Nov-2023
TANGLIN HALT MARKET,01-28,6.48,HALAL COOKED FOOD,888,Feb-2020
TIONG BAHRU MARKET,02-32,8.56,COOKED FOOD,4832,Sep-2022
TIONG BAHRU MARKET,02-36,8.56,INDIAN CUISINE,1888,Oct-2020
TIONG BAHRU MARKET,02-36,8.56,INDIAN CUISINE,325,Mar-2021
TIONG BAHRU MARKET,02-36,8.56,COOKED FOOD,3620,Sep-2022
TIONG BAHRU MARKET,02-36,8.56,COOKED FOOD,3999,Mar-2023
TIONG BAHRU MARKET,02-38,8.56,HALAL COOKED FOOD,567.83,Apr-2018
TIONG BAHRU MARKET,02-38,8.56,HALAL COOKED FOOD,616,Jun-2019
TIONG BAHRU MARKET,02-38,8.56,HALAL COOKED FOOD,707,Jan-2020
TIONG BAHRU MARKET,02-46,8.56,HALAL COOKED FOOD,501,May-2019
TIONG BAHRU MARKET,02-49,8.56,COOKED FOOD,3600,May-2018
TIONG BAHRU MARKET,02-49,8.56,COOKED FOOD,5223,Mar-2021
TIONG BAHRU MARKET,02-58,8.56,HALAL COOKED FOOD,678,Jan-2018
TIONG BAHRU MARKET,02-58,8.56,HALAL COOKED FOOD,2018,Sep-2018
TIONG BAHRU MARKET,02-58,8.56,HALAL COOKED FOOD,1388,Oct-2019
TIONG BAHRU MARKET,02-58,8.56,HALAL COOKED FOOD,2400,Nov-2020
TIONG BAHRU MARKET,02-58,8.56,HALAL COOKED FOOD,1500,Oct-2024
TIONG BAHRU MARKET,02-66,8.56,COOKED FOOD,4100,Feb-2018
TIONG BAHRU MARKET,02-66,8.56,COOKED FOOD,3232,Nov-2018
TIONG BAHRU MARKET,02-13,8.56,INDIAN CUISINE,1688,Nov-2018
TIONG BAHRU MARKET,02-16,8.56,HALAL COOKED FOOD,1888,Mar-2019
ZION RIVERSIDE FOOD CENTRE,01-22,6.02,COOKED FOOD,3218,Feb-2020
ZION RIVERSIDE FOOD CENTRE,01-02,6.02,INDIAN CUISINE,800,Feb-2020
ZION RIVERSIDE FOOD CENTRE,01-02,6.02,INDIAN CUISINE,901,Feb-2023
BEO CRESCENT MARKET,01-52,7.32,PRESERVED & DRIED GOODS,288,Jun-2018
BEO CRESCENT MARKET,01-52,7.32,PRESERVED & DRIED GOODS,110,Jul-2019
BEO CRESCENT MARKET,01-52,7.32,PRESERVED & DRIED GOODS,11,Nov-2019
BEO CRESCENT MARKET,01-52,7.32,PRESERVED & DRIED GOODS,201,Oct-2020
BEO CRESCENT MARKET,01-52,7.32,PRESERVED & DRIED GOODS,21,Jan-2023
BEO CRESCENT MARKET,01-54,7.32,PRESERVED & DRIED GOODS,350,Feb-2022
BEO CRESCENT MARKET,01-54,7.32,PRESERVED & DRIED GOODS,50,May-2023
BEO CRESCENT MARKET,01-56,7.32,PIECE & SUNDRY GOODS,520,Feb-2024
BEO CRESCENT MARKET,01-56,7.32,PIECE & SUNDRY GOODS,618,Jun-2023
BEO CRESCENT MARKET,01-60,7.32,PIECE & SUNDRY GOODS,50,Sep-2019
BEO CRESCENT MARKET,01-61,7.32,PIECE & SUNDRY GOODS,50,Sep-2019
BLK 105 HOUGANG AVENUE 1,01-98,6.5,PIECE & SUNDRY GOODS,828,Feb-2018
BLK 105 HOUGANG AVENUE 1,01-97,6.5,REPAIR,208.8,Jan-2021
BLK 11 TELOK BLANGAH CRESCENT,01-63,9.3,PRESERVED & DRIED GOODS,500,Jan-2018
BLK 11 TELOK BLANGAH CRESCENT,01-66,9.3,PIECE & SUNDRY GOODS,618,Feb-2024
BLK 11 TELOK BLANGAH CRESCENT,01-72,9.3,PIECE & SUNDRY GOODS,500,Jan-2023
BLK 11 TELOK BLANGAH CRESCENT,01-74,9.3,PIECE & SUNDRY GOODS,1208,Jan-2020
BLK 112 JALAN BUKIT MERAH,02-30,9.33,PRESERVED & DRIED GOODS,108,Feb-2024
BLK 112 JALAN BUKIT MERAH,02-18,9.33,PIECE & SUNDRY GOODS,139.77,Aug-2018
BLK 112 JALAN BUKIT MERAH,02-18,9.33,PIECE & SUNDRY GOODS,68,Jun-2019
BLK 112 JALAN BUKIT MERAH,02-20,9.33,PIECE & SUNDRY GOODS,118,Feb-2020
BLK 112 JALAN BUKIT MERAH,02-21,9.33,PIECE & SUNDRY GOODS,300,Feb-2024
BLK 112 JALAN BUKIT MERAH,02-22,9.33,PIECE & SUNDRY GOODS,38.8,Jun-2019
BLK 112 JALAN BUKIT MERAH,02-22,9.33,PIECE & SUNDRY GOODS,118,Apr-2022
BLK 112 JALAN BUKIT MERAH,02-25,9.33,PIECE & SUNDRY GOODS,280,Jul-2023
BLK 112 JALAN BUKIT MERAH,02-25,9.33,PIECE & SUNDRY GOODS,259,Nov-2023
BLK 112 JALAN BUKIT MERAH,02-21,9.33,PIECE & SUNDRY GOODS,200,Nov-2022
BLK 115 BUKIT MERAH VIEW,01-96,8.37,PIECE & SUNDRY GOODS,688,Jan-2024
BLK 115 BUKIT MERAH VIEW,01-97,8.37,PIECE & SUNDRY GOODS,389,Aug-2019
BLK 115 BUKIT MERAH VIEW,01-96,8.37,PIECE & SUNDRY GOODS,788,Jul-2021
BLK 115 BUKIT MERAH VIEW,01-96,8.37,PIECE & SUNDRY GOODS,689.8,May-2023
BLK 117 ALJUNIED AVENUE 2,01-81,10,PRESERVED & DRIED GOODS,205,Nov-2019
BLK 117 ALJUNIED AVENUE 2,01-83,10,PIECE & SUNDRY GOODS,600,May-2019
BLK 117 ALJUNIED AVENUE 2,01-83,10,PIECE & SUNDRY GOODS,205,Oct-2019
