licensee_name,licence_number,premises_address,grade,demerit_points,suspension_start_date,suspension_end_date
WHITE BEEHOON RESTAURANT PTE LTD,NW12A50V000,8A ADMIRALTY STREET #06-38 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,na,na,na
AMRA CATERING PTE. LTD.,NW12A47K000,8A ADMIRALTY STREET #06-18 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,8,na,na
DE ESPERTO KITCHEN PTE. LTD.,NW12957L000,8A ADMIRALTY STREET #06-16 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,na,na,na
Fex Springleaf Prata Place Pte Ltd,NW11859A000,8A ADMIRALTY STREET #04-10 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,na,na,na
AL DENTE FOOD PTE. LTD.,NW11714K000,8A ADMIRALTY STREET #07-10 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,A,na,na,na
SIN RONG HAI RESTAURANT AND CATERING PTE. LTD.,NW11681P000,8A ADMIRALTY STREET #01-30 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,na,na,na
RUCHITA FOOD TRADING PTE.LTD.,NW11664X000,8A ADMIRALTY STREET #01-21 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,C,na,na,na
AMICI EVENTS & CATERING PTE. LTD.,NW11565A000,8A ADMIRALTY STREET #07-17 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,A,na,na,na
FOSTRE CATERING PTE. LTD.,NW11541P000,8A ADMIRALTY STREET #04-03 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,A,na,na,na
JIN HOCK FOOD HOLDINGS PTE. LTD.,NW11510J000,8A ADMIRALTY STREET #02-37 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,na,na,na
FULEE FOOD (2009) CATERING PTE. LTD.,NW11508X000,8A ADMIRALTY STREET #02-40 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,na,na,na
PREMIUM CATERING PRIVATE LTD.,NW11487P000,8A ADMIRALTY STREET #04-29 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,6,na,na
FULEE FOOD (2011) HOLDINGS PTE. LTD.,NW11300B000,8A ADMIRALTY STREET #02-39 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,na,na,na
ONE FAMILY CATERING SERVICE PTE. LTD.,NW11279E000,8A ADMIRALTY STREET #05-06 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,na,na,na
CITA RASA KITCHEN PTE. LTD.,NW11047L000,19 WOODLANDS LINK (PART) SINGAPORE 738728,B,na,na,na
OBAYED HOLDINGS PTE. LTD.,NW11043V000,8A ADMIRALTY STREET #06-17 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,C,6,na,na
KIMPO FOOD HOLDINGS PTE. LTD.,NW10510P000,8A ADMIRALTY STREET #06-11 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,A,na,na,na
REVADA FOOD & SERVICES PTE LTD,NW10504L000,8A ADMIRALTY STREET #04-25 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,na,na,na
DING JI (F&B) HOLDINGS PTE. LTD.,NW10475K000,8A ADMIRALTY STREET #05-38 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,na,na,na
VQ SERVICES PTE LTD,NW10453A000,8A ADMIRALTY STREET #07-40 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,4,na,na
XIAO YU ER HOLDINGS PTE. LTD.,NW10418E000,15 WOODLANDS LOOP #04-30 SINGAPORE 738322,B,na,na,na
FEI SIONG (F&B) HOLDINGS PTE. LTD.,NW10381V000,8A ADMIRALTY STREET #05-39 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,na,na,na
CHURRASCO FOOD PTE. LTD.,NW10281C000,8A ADMIRALTY STREET #02-17 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,na,na,na
RAJAH MAS CATERING PTE. LTD.,NW10233V000,8A ADMIRALTY STREET #07-30 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,na,na,na
LIM TECK LIEN ADRIAN,NW10142B000,8A ADMIRALTY STREET #05-11 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,6,na,na
RASA RASA GROUP CATERING SERVICES LLP,NW10139N000,8A ADMIRALTY STREET #04-08 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,na,na,na
ZHANG ZHIWEI,NW10040L000,8A ADMIRALTY STREET #06-33 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,na,na,na
WEE KEE CATERING PTE. LTD.,NW10004V000,8A ADMIRALTY STREET #03-07 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,B,na,na,na
SINSEA PTE. LTD.,NW09569C000,8A ADMIRALTY STREET #04-05 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,na,na,na,na
OH'S FARM CATERING (F&B) PTE.LTD.,NW09482P000,8A ADMIRALTY STREET #05-07 FOOD XCHANGE @ ADMIRALTY SINGAPORE 757437,A,na,na,na
EMPIRE BISTRO PTE. LTD,NW09457X000,8A ADMIRALTY STREET #05-19 FOODXCHANGE SINGAPORE 757437,B,na,na,na
YE LIANG HOW CATERING SERVICE PTE. LTD.,NW09448V000,8A ADMIRALTY STREET #03-21 FOODXCHANGE SINGAPORE 757437,A,na,na,na
FOUR STARS RESTAURANT & CATERING PTE. LTD.,NW09430X000,8A ADMIRALTY STREET #07-39 FOODXCHANGE SINGAPORE 757437,C,na,na,na
TOPFLIGHT GROUP PTE LTD,NW09405V000,8A ADMIRALTY STREET #05-18 SINGAPORE 757437,B,4,na,na
NEO AH YONG,NW09387L000,8A ADMIRALTY STREET #06-07 FOODXCHANGE SINGAPORE 757437,B,4,na,na
LOW CHONG KEE,NW09355E000,8A ADMIRALTY STREET #07-37 FOODXCHANGE SINGAPORE 757437,B,na,na,na
SUBAIDAH BINTE MOHD ISMAIL,NW09332V000,8A ADMIRALTY STREET #07-26 FOODXCHANGE SINGAPORE 757437,B,na,na,na
FOOD FEST F & B PTE. LTD.,NW09301L000,8A ADMIRALTY STREET #04-02 SINGAPORE 757437,A,na,na,na
TOON LAI KUEN,NW09300N000,8A ADMIRALTY STREET #05-33 FOODXCHANGE SINGAPORE 757437,B,na,na,na
LOW CHONG KEE,NW09246N000,8A ADMIRALTY STREET #07-41 FOODXCHANGE SINGAPORE 757437,B,4,na,na
DUA GROUP PTE. LTD.,NW09230J000,59C JALAN MALU-MALU SINGAPORE 769674,B,na,na,na
TIM DELIGHT PTE. LTD.,NW08324E000,15 WOODLANDS LOOP #04-40 SINGAPORE 738322,B,6,na,na
SHUANG RONG SEAFOOD HOLDING PTE. LTD.,NW08124X000,15 WOODLANDS LOOP #03-59 SINGAPORE 738322,B,na,na,na
KIMLY FOOD HOLDINGS PTE. LTD.,NW06436J000,13 WOODLANDS LINK #01-1C SINGAPORE 738725,A,na,na,na
EMPIRE FOOD MANAGEMENT PTE. LTD.,NW06404B000,15 WOODLANDS LOOP #03-55 SINGAPORE 738322,B,na,na,na
YU KEE DUCK AND NOODLE HOUSE PTE. LTD.,NW06197A000,32 WOODLANDS TERRACE(2ND FLOOR) SINGAPORE 738452,B,na,na,na
AMANI SERVICES PTE. LTD.,NW06105X000,60 JALAN MALU-MALU SEMBAWANG SPRINGS ESTATE SINGAPORE 769675,A,na,na,na
LION KITCHEN PTE. LTD.,NW06027L000,8 WOODLANDS LINK #01-01 KONG GUAN INDUSTRIAL BUILDING SINGAPORE 738738,B,na,na,na
OW HONG HWA,NW05016C000,15 WOODLANDS LOOP #04-56 SINGAPORE 738322,A,na,na,na
LE XIN CATERING PTE. LTD.,NW04050J000,15 WOODLANDS LOOP #02-55 SINGAPORE 738322,B,4,na,na
MOM'S COOKING PTE. LTD.,NW04042J000,15 WOODLANDS LOOP #02-42 SINGAPORE 738322,B,na,na,na
SOO SAN NA,NW04032L000,15 WOODLANDS LOOP #01-05 SINGAPORE 738322,A,6,na,na
KIGI PTE. LTD.,NE15150X000,11 KAKI BUKIT ROAD 1 #05-01 SINGAPORE 415939,A,na,na,na
JEEWA LTD,NE15046P000,5 KAKI BUKIT ROAD 1 #05-05 EUNOS TECHNOLINK SINGAPORE 415936,A,na,na,na
JP PEPPERDINE GROUP PTE. LTD.,NE14516E000,123 DEFU LANE 10 #03-05 SINGAPORE 539232,A,na,na,na
ISO DELIGHT PTE. LTD.,NE14234V000,127 DEFU LANE 10 #02-01 SINGAPORE 539234,A,na,na,na
TONG CHIANG KITCHEN (1) PTE. LTD.,NE13L65K000,1 KAKI BUKIT ROAD 1 #05-16 ENTERPRISE ONE SINGAPORE 415934,A,na,na,na
KIM'S KITCHEN PTE. LTD.,NE13131X000,1 KAKI BUKIT ROAD 1 #05-18 ENTERPRISE ONE SINGAPORE 415934,A,na,na,na
CYNTHIA ZHENG XIU MEI,NE11648J000,22 DEFU LANE 10 #01-258 SINGAPORE 539203,B,na,na,na
NG CHIA,NE10194L000,24 DEFU LANE 10 #01-218 SINGAPORE 539205,B,na,na,na
SERANGOON GARDENS COUNTRY CLUB,NE10127L000,22 KENSINGTON PARK ROAD 2ND FLOOR-BANQUET SINGAPORE 557271,A,na,na,na
SHEERA PTE LTD,NE10086X000,5 KAKI BUKIT ROAD 1 #05-07 SINGAPORE 415936,B,na,na,na
CURRY & TANDOOR PTE. LTD.,NE10085V000,1 KAKI BUKIT ROAD 1 #05-26 ENTERPRISE ONE SINGAPORE 415934,B,na,na,na
SRINATH CATERING PTE LTD,NE09288E000,9 DEFU LANE 2 DEFU INDUSTRIAL ESTATE SINGAPORE 539467,C,4,na,na
ALICK TANG TIANG POH,NE09192V000,24 DEFU LANE 10 #01-222 SINGAPORE 539205,B,na,na,na
GOLDEN PILLOW 933 PTE. LTD.,NE08334N000,1 KAKI BUKIT ROAD 1 #05-11 ENTERPRISE ONE SINGAPORE 415934,B,na,na,na
TIRTA SARI PTE. LTD.,NE08115K000,1 KAKI BUKIT ROAD 1 #05-21 ENTERPRISE ONE SINGAPORE 415934,B,na,na,na
JUBILEE FOOD SUPPLIES PTE. LTD.,NE08013V000,1 KAKI BUKIT ROAD 1 #05-19 ENTERPRISE ONE SINGAPORE 415934,B,na,na,na
SEYU PTE. LTD.,NE08012A000,1 KAKI BUKIT ROAD 1 #05-20 ENTERPRISE ONE SINGAPORE 415934,A,na,na,na
ORANGE CLOVE CATERING PTE. LTD.,NE07560E000,1 KAKI BUKIT ROAD 1 #05-03/04 ENTERPRISE ONE SINGAPORE 415934,A,na,na,na
LIM LUAN SENG FOODS INDUSTRIES PTE LTD,NE06090K000,25 DEFU LANE 10 #01-210 SINGAPORE 539206,B,na,na,na
QUEK EE HONG,J98043C000,84 RIFLE RANGE ROAD MAYFAIR PARK SINGAPORE 588388,B,na,na,na
BADHON ENTERPRISE PTE. LTD.,J03109A000,6 TUAS BAY WALK #02-07 SINGAPORE 637752,B,na,na,na
3S RESTAURANT PTE. LTD.,J03037V000,6 TUAS BAY WALK #02-01 SINGAPORE 637752,B,4,na,na
CHOLANADU RESTAURANT & CATERING PTE. LTD,J03034C000,6 TUAS BAY WALK #02-05 BCT BUILDING SINGAPORE 637752,C,na,na,na
ANG HOCK CHUAN,J03020P000,20 BUKIT BATOK CRESCENT #11-20 ENTERPRISE CENTRE SINGAPORE 658080,na,na,na,na
KOREA FOOD COMPANY PTE. LTD.,E99076C000,3020 UBI AVENUE 2 #02-141 SINGAPORE 408896,A,na,na,na
CHEONG AH KIONG,E96281V000,3020 UBI AVENUE 2 #01-143 SINGAPORE 408896,B,na,na,na
HOL WAH PTE. LTD.,E96259P000,3020 UBI AVENUE 2 #03-113 SINGAPORE 408896,B,na,na,na
RAZALI BIN NEMAT,E96179P000,5 TOH AVENUE SINGAPORE 508033,B,na,na,na
LIM ENG KOON,E96146L000,17 SWAN LAKE AVENUE OPERA ESTATE SINGAPORE 455712,B,4,na,na
CHIA PUI HUAY,E94090C000,20 OPAL CRESCENT SINGAPORE 328415,B,na,na,na
GAN LI ENG,E93192C000,114 TEMBELING ROAD SINGAPORE 423613,B,12,2016-04-14,2016-04-27
FOO HEE LIANG,E93191P000,5 SWAN LAKE AVENUE OPERA ESTATE SINGAPORE 455704,B,0,na,na
ANGELI CATERING SERVICES PTE.LTD.,E92086V000,427 EAST COAST ROAD SINGAPORE 429014,B,na,na,na
ANTHONY HENG FOCK LIANG,E91129X000,11 SWAN LAKE AVENUE OPERA ESTATE SINGAPORE 455710,B,na,na,na
EZB PTE LTD,E85056K000,105 SIMS AVENUE #10-04 CHANCERLODGE COMPLEX SINGAPORE 387429,B,na,na,na
CHOICE FOOD HOLDINGS PTE. LTD.,E03202L000,3017 BEDOK NORTH STREET 5 #02-33 SINGAPORE 486121,B,na,na,na
WEE YEE TSE,E03191E000,3020 UBI AVENUE 2 #03-115 SINGAPORE 408896,B,na,na,na
HENG TAT CATERING PTE. LTD.,E03015N000,3020 UBI AVENUE 2 #04-139 SINGAPORE 408896,B,na,na,na
ISLAND WIDE CATERING PTE LTD,E02204P000,171 KAMPONG AMPAT #04-12 K.A BUILDING SINGAPORE 368330,A,na,na,na
AZAD FOODS PTE. LTD.,E02088K000,9 LORONG 21A GEYLANG #02-00 WAH YANG (FOOD INDUSTRY) BUILDING SINGAPORE 388428,na,na,na,na
RAJAH INN RESTAURANT PTE LTD,E01158B000,171 KAMPONG AMPAT #05-18 KAMPONG AMPAT INDUSTRIAL ESTATE SINGAPORE 368330,A,na,na,na
CHISHTY SYED MOHAMED HAFEEZUDEEN,E01103K000,3020 UBI AVENUE 2 #02-147 SINGAPORE 408896,B,na,na,na
JPKL SERVICESS PTE. LTD.,E01077B000,171 KAMPONG AMPAT #04-10 KAMPONG AMPAT INDUSTRIAL ESTATE SINGAPORE 368330,B,na,na,na
CORIANDER LEAF PTE LTD,E01070P000,171 KAMPONG AMPAT #04-18 KAMPONG AMPANG INDUSTRIAL ESTATE SINGAPORE 368330,A,na,na,na
INTERNATIONAL CATERING PTE LTD,E00183J000,171 KAMPONG AMPAT #03-12 KAMPONG AMPAT INDUSTRIAL ESTATE SINGAPORE 368330,B,na,na,na
PAN PACIFIC HOTELS GROUP LIMITED,CE13V58E000,7500A BEACH ROAD THE PLAZA SINGAPORE 199591,A,na,na,na
MARINA BAY SANDS PTE. LTD.,CE13U45A000,10 BAYFRONT AVENUE (BASEMENT 2) MARINA BAY SANDS SINGAPORE 018956,A,na,na,na
SUNTEC SINGAPORE INTERNATIONAL CONVENTION & EXHIBITION SERVICES PTE. LTD.,CE13Q85J000,1 RAFFLES BOULEVARD #04-00 SINGAPORE INT''L CONVENTION & EXHIBITION CTR SINGAPORE 039593,A,na,na,na
SUNTEC SINGAPORE INTERNATIONAL CONVENTION & EXHIBITION SERVICES PTE. LTD.,CE13Q84K000,1 RAFFLES BOULEVARD #03-00 SINGAPORE INT''L CONVENTION & EXHIBITION CTR SINGAPORE 039593,A,na,na,na
DAISHO DEVELOPMENT SINGAPORE PTE LTD,CE13294X000,12 MARINA VIEW #03-00 THE WESTIN SINGAPORE SINGAPORE 018961,A,na,na,na
SHANGRI-LA HOTEL LIMITED,CE11559A000,22 ORANGE GROVE ROAD (4TH STOREY) SHANGRI-LA HOTEL SINGAPORE 258350,A,na,na,na
MARINA BAY SANDS PTE. LTD.,CE11440E000,1 BAYFRONT AVENUE LEVEL 3 (MICE KITCHEN) SINGAPORE 018971,A,na,na,na
CARLTON HOTEL (SINGAPORE) PTE LTD?,CE10739C000,76 BRAS BASAH ROAD CARLTON HOTEL (SATELLITE KITCHEN LEVEL 2) SINGAPORE 189558,A,na,na,na
MARINA BAY SANDS PTE. LTD.,CE10449X000,1 BAYFRONT AVENUE LEVEL 5 (MICE KITCHEN) SINGAPORE 018971,A,na,na,na
MARINA BAY SANDS PTE. LTD.,CE10440N000,1 BAYFRONT AVENUE LEVEL 4 (MICE KITCHEN) SINGAPORE 018971,A,na,na,na
MARINA BAY SANDS PTE. LTD.,CE10439A000,1 BAYFRONT AVENUE #B-04 (MICE KITCHEN) SINGAPORE 018971,A,na,na,na
MARINA BAY SANDS PTE. LTD.,CE10237P000,1 BAYFRONT AVENUE BASEMENT 2 (IN ROOM DINING) SINGAPORE 018971,A,na,na,na
TOMLINSON HOTEL PTE. LTD.,CE07D39K000,29 TANGLIN ROAD #B1 SAINT REGIS HOTEL SINGAPORE 247911,A,na,na,na
FOO KEE SENG,CE07453B000,36 SIN MING DRIVE #01-371 (PART OF SHOP 1) SINGAPORE 575710,B,na,na,na
RC HOTELS (PTE.) LTD,CE05683P000,2 STAMFORD ROAD (LEVEL 5) SWISSOTEL THE STAMFORD (COLD KITCHEN) SINGAPORE 178882,A,na,na,na
RC HOTELS (PTE.) LTD,CE05681V000,2 STAMFORD ROAD (BASEMENT 2) SWISSOTEL THE STAMFORD (PRODUCTION KITCHEN) SINGAPORE 178882,A,na,na,na
BIZLINK CENTRE SINGAPORE LTD,CE04332V000,10 BUANGKOK VIEW INSTITUTE OF MENTAL HEALTH SINGAPORE 539747,A,na,na,na
PANG OI KHENG,C97090C000,4008 DEPOT LANE #01-90 SINGAPORE 109762,B,na,na,na
Lavish Dine Catering Pte Ltd,C03003B000,20 BUKIT BATOK CRESCENT #11-13 ENTERPRISE CENTRE SINGAPORE 658080,A,na,na,na
KJM CURRY HOUSE & RESTAURANT PTE. LTD.,C02159P000,6 TUAS BAY WALK #02-06 SINGAPORE 637752,C,na,na,na
YONG KIN WAI,C02148A000,20 BUKIT BATOK CRESCENT #11-23 SINGAPORE 658080,B,na,na,na
AMMANI CATERING PTE. LTD.,C02137E000,20 BUKIT BATOK CRESCENT #13-20 ENTERPRISE CENTRE SINGAPORE 658080,A,na,na,na
TIONG BAHRU PAU PTE LTD,C02124P000,4008 DEPOT LANE #01-94 SINGAPORE 109762,B,na,na,na
QUALITY FOOD SERVICES PTE. LTD,C02071J000,6 TUAS BAY WALK #02-03 SINGAPORE 637752,B,6,na,na
JANNAT FATEMA CATERING & RESTAURANT PTE. LTD.,C02016A000,6 TUAS BAY WALK #02-04 SINGAPORE 637752,C,na,2016-03-26,2016-04-08
ALISA MAHAL RESTAURANT PTE LTD,C01184A000,6 TUAS BAY WALK #02-08 SINGAPORE 637752,B,na,na,na
MARIUM INTERNATIONAL (SINGAPORE) PTE. LTD.,C01184A000,6 TUAS BAY WALK #02-08 SINGAPORE 637752,na,na,na,na
D'FINE CATERING SERVICES PTE LTD,C01143X000,20 BUKIT BATOK CRESCENT #13-05 SINGAPORE 658080,A,na,na,na
SHATEC INSTITUTES PTE. LTD.,C01064N000,21 BUKIT BATOK STREET 22 SINGAPORE 659589,A,na,na,na
CHIAM MENG YEOW,B99105N000,15 WOODLANDS LOOP #04-33 SINGAPORE 738322,B,na,na,na
HARVEST CATERING PTE. LTD.,B98160J000,15 WOODLANDS LOOP #02-30 WOODLANDS EAST INDUSTRIAL ESTATE SINGAPORE 738322,A,na,na,na
BADRIYA HOLDINGS PTE. LTD.,B98046K000,15 WOODLANDS LOOP #04-44 SINGAPORE 738322,B,na,na,na
SEAH JEE NGUAN,B97186X000,15 WOODLANDS LOOP #04-22 SINGAPORE 738322,A,na,na,na
ZINGRILL HOLDINGS PTE LTD,B97184A000,15 WOODLANDS LOOP #01-01/03 SINGAPORE 738322,A,na,na,na
CHIAM WEE KIANG,B97144P000,15 WOODLANDS LOOP #04-36 SINGAPORE 738322,B,na,na,na
KIAN HUAT RESTAURANT PTE. LTD.,B97122E000,15 WOODLANDS LOOP #03-28 SINGAPORE 738322,B,na,na,na
OH PENG KOK,B97119X000,15 WOODLANDS LOOP #04-48 WOODLANDS INDUSTRIAL ESTATE SINGAPORE 738322,B,na,na,na
THANGARAJAN S/O SUBRAMANIAM,B97117A000,15 WOODLANDS LOOP #04-61 SINGAPORE 738322,B,4,na,na
YEO LAI POH,B97115C000,15 WOODLANDS LOOP #04-55 SINGAPORE 738322,B,na,na,na
ONG TECK KIONG,B97103L000,15 WOODLANDS LOOP #04-53 SINGAPORE 738322,B,na,na,na
OH BENG YEW,B97098P000,15 WOODLANDS LOOP #04-52 SINGAPORE 738322,B,na,na,na
NG SIEW HUANG,B97097X000,15 WOODLANDS LOOP #04-18 WOODLANDS EAST INDUSTRIAL ESTATE SINGAPORE 738322,B,na,na,na
ONG PANG HENG,B97087A000,15 WOODLANDS LOOP #04-28 WOODLANDS INDUSTRIES ESTATE SINGAPORE 738322,B,na,na,na
CHUA TEOW HOCK,B97082K000,15 WOODLANDS LOOP #04-20 SINGAPORE 738322,B,na,na,na
LIM KIM HUAT,B97069C000,15 WOODLANDS LOOP #04-43 WOODLANDS INDUSTRIAL ESTATE SINGAPORE 738322,B,na,na,na
NG CHOON KIAT,B97057L000,15 WOODLANDS LOOP #04-45 WOODLANDS EAST INDUSTRIAL ESTATE SINGAPORE 738322,B,na,na,na
GOH WAH HONG,B97042C000,15 WOODLANDS LOOP #03-21 SINGAPORE 738322,B,na,na,na
NTUC FOODFARE CO-OPERATIVE LTD,B95003L000,1 ORCHID CLUB ROAD (HALAL BANQUET KITCHEN) ORCHID COUNTRY CLUB SINGAPORE 769162,A,na,na,na
KIAN HUAT RESTAURANT PTE. LTD.,B93051L000,61 JALAN MALU-MALU KINDOL GARDENS SINGAPORE 769676,B,na,na,na
LEE AH MOI,B90007A000,59-K JALAN MALU-MALU SINGAPORE 769674,B,na,na,na
TOH KOH CHING,B89076A000,64 JALAN MALU-MALU SEMBAWANG SPRINGS ESTATE SINGAPORE 769679,B,na,na,na
LEE MEI LI,B03096K000,15 WOODLANDS LOOP #01-09 SINGAPORE 738322,B,na,na,na
ANG HEE GUAN,B02087V000,15 WOODLANDS LOOP #03-24 SINGAPORE 738322,A,na,na,na
BLISS GROUP PTE LTD,B01008N000,15 WOODLANDS LOOP #02-13 SINGAPORE 738322,na,na,na,na
GRAND MANDARINA PTE. LTD.,W99428J000,325 NEW BRIDGE ROAD #01-00/#02-00 SINGAPORE 088760,A,na,na,na
TAHERA24HRS RESTAURANT & CATERING PTE. LTD.,W99347J000,36B CUFF ROAD #01-01 SINGAPORE 209745,C,4,na,na
MUMMY'S RECIPE PTE. LTD.,W99343P000,149/151 DUNLOP STREET SINGAPORE 209466,A,4,na,na
TUNG LOK MILLENNIUM PTE LTD,W98433A000,68 ORCHARD ROAD #03-01/02 PLAZA SINGAPURA SINGAPORE 238839,A,na,na,na
STRAITS CHINESE NONYA RESTAURANT PTE. LTD.,W98423C000,34 CRAIG ROAD #01-08/09 CHINATOWN PLAZA SINGAPORE 089673,B,na,na,na
SUANTHAI RESTAURANT PTE. LTD.,W98381L000,101 KILLINEY ROAD SINGAPORE 239544,A,na,na,na
KITCHEN LANGUAGE PTE. LTD.,W98256V000,9 BRAS BASAH ROAD RENDEZVOUS GRAND HOTEL SINGAPORE 189559,A,na,na,na
KHALSA RESTAURANT PTE LTD,W98249X000,20 UPPER CIRCULAR ROAD #B1-38/44 THE RIVERWALK SINGAPORE 058416,A,na,na,na
SITARA RESTAURANT & LOUNGE PTE. LTD.,W98183V000,291 SERANGOON ROAD #1&3-00 SERANGOON BUILDING SINGAPORE 218107,B,na,na,na
ARASU RESTAURANT PTE LTD,W98176X000,53 CHANDER ROAD SINGAPORE 219540,A,na,na,na
JAVA KITCHEN PTE. LTD.,W98057J000,54 ZION ROAD SINGAPORE 247779,A,na,na,na
SK CATERING PTE. LTD.,W97432K000,1 KIM SENG PROMENADE #02-26 GREAT WORLD CITY SINGAPORE 239403,A,na,na,na
CRYSTAL JADE KITCHEN (GREAT WORLD) PTE LTD,W97414N000,1 KIM SENG PROMENADE #03-30 GREAT WORLD CITY SINGAPORE 239403,A,na,na,na
PARADISE RESTAURANT & CATERING PTE. LTD.,W97253L000,20 UPPER WELD ROAD SINGAPORE 207377,C,0,na,na
R E & S ENTERPRISES PTE LTD,W97245L000,1 KIM SENG PROMENADE #B1-07 GREAT WORLD CITY SINGAPORE 239403,A,na,na,na
TAJ AUTHENTIC INDIAN CUISINE PTE LTD,W97243P000,214 SOUTH BRIDGE ROAD SINGAPORE 058763,B,na,na,na
FONDUE CAFE 81 PTE LTD,W97223B000,43 JALAN MERAH SAGA #01-62 SINGAPORE 278115,A,na,na,na
MARKONOS F&B ENTERPRISES PTE LTD,W97190J000,1 DICKSON ROAD SINGAPORE 209493,B,na,na,na
AH YAT ABALONE FORUM RESTAURANT HOLDINGS PTE LTD,W97181K000,101 VICTORIA STREET #04-00 ALLSON HOTEL SINGAPORE 188018,A,na,na,na
ISLAMIC RESTAURANT PTE. LTD.,W97171N000,745 NORTH BRIDGE ROAD SINGAPORE 198713,B,na,na,na
KESAVAN S/O KRISHNAN,W97148L000,6 UPPER DICKSON ROAD SINGAPORE 207466,A,na,na,na
MASTER CHEF CULINARY CONCEPTS HOLDING LLP,W97135A000,283 NEW BRIDGE ROAD SINGAPORE 088754,C,4,na,na
LEEDS RESTAURANT & CATERING PTE. LTD.,W97132E000,24-26 BUFFALO ROAD SINGAPORE 219791,A,na,na,na
MENU PTE. LTD.,W97110X000,30 MERCHANT ROAD #01-05/07 SINGAPORE 058282,A,na,na,na
PADANG PALACE RESTAURANT PTE LTD,W97091L000,B CONNAUGHT DRIVE SINGAPORE RECREATION CLUB (2ND LEVEL) SINGAPORE 179682,A,na,na,na
M.K. RAMA PTE LTD,W96348N000,58 SERANGOON ROAD SINGAPORE 217964,A,na,na,na
LI YIMIN,W96280N000,18 MOSQUE STREET #01-03 SINGAPORE 059498,B,na,na,na
MILLENIA PRIVATE LIMITED,W96217E000,2 TEMASEK BOULEVARD (#01-00) CONRAD CENTENNIAL S'PORE (OSCAR'S) SINGAPORE 038982,A,na,na,na
MARYULIS BINTE BAGINDO MARLIAN,W96063E000,747 NORTH BRIDGE ROAD SINGAPORE 198715,B,na,na,na
LEGACY HOTEL PTE LTD,W95334J000,320 ORCHARD ROAD (FUNCTION ROOM) SINGAPORE MARRIOTT HOTEL (LEVEL 2) SINGAPORE 238865,A,na,na,na
BCH HOTEL INVESTMENT PTE LTD,W95274L000,80 MIDDLE ROAD #01-00 HOTEL INTER-CONTINENTAL SINGAPORE 188966,A,na,na,na
CHIKUYOTEI SINGAPORE PTE LTD,W95269E000,80 MIDDLE ROAD #01-01 HOTEL INTER-CONTINENTAL SINGAPORE 188966,A,na,na,na
ZULBAIDAH BTE MARLIAN,W95257X000,18/18A KANDAHAR STREET SINGAPORE 198884,A,na,na,na
KECK SENG HOTEL PTE LTD?,W95179N000,382 HAVELOCK ROAD #03-00 RIVER VIEW HOTEL SINGAPORE 169629,A,na,na,na
THE WHOLE EARTH PTE LTD,W95115B000,76 PECK SEAH STREET SINGAPORE 079331,A,na,na,na
THE WOK PEOPLE PTE. LTD.,W95014K000,1 RAFFLES BOULEVARD (BASEMENT 1 - STAFF CANTEEN) SINGAPORE INT'L CONVENTION & EXHIBITION CTR SINGAPORE 039593,A,na,na,na
GOKUL VEGETARIAN RESTAURANT AND CAFE PTE LTD,W94305N000,19 UPPER DICKSON ROAD SINGAPORE 207478,A,na,na,na
HOTEL PROPERTIES LIMITED,W94272B000,581 ORCHARD ROAD HILTON INTERNATIONAL SINGAPORE SINGAPORE 238883,A,na,na,na
HPL PROPERTIES PTE LTD?,W94245L000,190 ORCHARD BOULEVARD FOUR SEASONS HOTEL SINGAPORE SINGAPORE 248646,A,na,na,na
SHISH MAHAL RESTAURANT & PUB PTE LTD,W94208N000,180 ALBERT STREET #01-20 ALBERT COURT MALL SINGAPORE 189971,A,na,na,na
CONCEPT CUISINE PTE LTD,W94184E000,97 TANJONG PAGAR ROAD SINGAPORE 088518,B,na,na,na
